REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,total_production,avg_production,Latitude,Longitude
1107,Arabica,North America,Honduras,2015.0,01/26/16,Catuai,Green,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,0.11,0,0,0,20018160000.0,1042612500.0,15.2572432,-86.0755145
1108,Arabica,North America,Guatemala,2013.0,08/07/14,Bourbon,Green,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
1109,Arabica,North America,Mexico,2012.0,10/09/13,Typica,Green,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,0.11,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
1110,Arabica,North America,Mexico,2012.0,09/13/13,Typica,Green,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,0.14,0,1,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
1111,Arabica,North America,Mexico,2012.0,09/10/13,Bourbon,Green,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,0.12,0,0,12,23560560000.0,1227112500.0,19.4326296,-99.1331785
1112,Arabica,North America,Guatemala,2012.0,05/24/13,Bourbon,Green,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,0.11,0,0,5,21061620000.0,1096959375.0,15.5855545,-90.345759
1113,Arabica,North America,United States,,09/21/12,,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,0.05,0,12,1,0.0,0.0,39.7837304,-100.445882
1114,Arabica,South America,Brazil,2017.0,11/29/18,Bourbon,Green,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0.11,0,0,5,225248940000.0,11731715625.0,-10.3333333,-53.2
1115,Arabica,Asia,Taiwan,2014.0,11/23/15,Typica,Green,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,0.07,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1116,Arabica,North America,Nicaragua,2013.0,02/25/15,,Green,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,0.1,0,0,4,8248140000.0,429590625.0,12.6090157,-85.2936911
1117,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1118,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1119,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1120,Arabica,North America,Mexico,2012.0,09/14/13,Typica,,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,0.15,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1121,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,0.14,0,1,17,23560560000.0,1227112500.0,19.4326296,-99.1331785
1122,Arabica,North America,Nicaragua,2017.0,06/13/18,Caturra,Green,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,0.1,0,0,5,8248140000.0,429590625.0,12.6090157,-85.2936911
1123,Arabica,Asia,Myanmar,2015.0,07/16/16,Other,Green,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,0.0,0,0,4,0.0,0.0,17.1750495,95.9999652
1124,Arabica,North America,Mexico,2014.0,05/01/15,Typica,Green,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,0.0,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
1125,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1126,Arabica,Asia,Thailand,2012.0,05/29/14,,Green,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,0.0,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
1127,Arabica,North America,Mexico,2012.0,09/10/13,Typica,Green,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,0.12,0,0,9,23560560000.0,1227112500.0,19.4326296,-99.1331785
1128,Arabica,North America,Mexico,2012.0,09/04/13,Other,Green,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,0.11,0,0,12,23560560000.0,1227112500.0,19.4326296,-99.1331785
1129,Arabica,Africa,Ethiopia,2010.0,06/17/11,,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,0.05,0,0,2,26008560000.0,1354612500.0,10.2116702,38.6521203
1130,Arabica,South America,Colombia,2015.0,04/22/16,,Green,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,0.0,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
1131,Arabica,North America,United States,2014.0,05/12/15,Hawaiian Kona,Green,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,0.11,0,1,3,0.0,0.0,39.7837304,-100.445882
1132,Arabica,North America,Mexico,2013.0,03/29/14,Bourbon,Green,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,0.12,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
1133,Arabica,North America,Mexico,2012.0,09/11/13,Other,Green,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,0.12,0,1,7,23560560000.0,1227112500.0,19.4326296,-99.1331785
1134,Arabica,North America,Mexico,2012.0,08/30/13,Bourbon,,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,0.0,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1135,Arabica,North America,Mexico,2012.0,07/26/13,Catuai,Green,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,0.11,0,0,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
1136,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,0.12,0,0,6,23560560000.0,1227112500.0,19.4326296,-99.1331785
1137,Arabica,North America,Mexico,2012.0,07/11/13,Mundo Novo,Green,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,0.11,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1138,Arabica,North America,United States,,09/21/12,,,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,0.05,0,3,0,0.0,0.0,39.7837304,-100.445882
1139,Arabica,Africa,Kenya,2017.0,08/25/18,SL34,,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0.11,1,0,5,5304960000.0,276300000.0,1.4419683,38.4313975
1140,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,0.1,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
1141,Arabica,North America,Nicaragua,2014.0,03/29/16,Caturra,Green,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,0.11,0,0,0,8248140000.0,429590625.0,12.6090157,-85.2936911
1142,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,0.12,0,0,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
1143,Arabica,North America,United States,2012.0,04/05/13,Hawaiian Kona,Blue-Green,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,0.12,0,7,10,0.0,0.0,39.7837304,-100.445882
1144,Arabica,North America,Guatemala,2016.0,06/22/18,Bourbon,Green,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,4,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
1145,Arabica,Asia,Taiwan,2014.0,03/20/16,Typica,,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,0.0,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1146,Arabica,Asia,Taiwan,2013.0,07/28/15,Typica,Blue-Green,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,0.1,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1147,Arabica,Asia,Thailand,2013.0,06/16/15,,Green,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,0.12,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
1148,Arabica,South America,Peru,2013.0,01/23/15,,Green,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,0.12,0,1,2,15952860000.0,830878125.0,-6.8699697,-75.0458515
1149,Arabica,North America,Costa Rica,2013.0,09/23/14,Catuai,Bluish-Green,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,0.1,0,0,4,10790100000.0,561984375.0,10.2735633,-84.0739102
1150,Arabica,North America,Mexico,2013.0,03/29/14,Typica,Green,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,0.12,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
1151,Arabica,North America,Mexico,2013.0,03/29/14,Bourbon,Green,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,0.13,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
1152,Arabica,North America,Mexico,2013.0,03/29/14,Bourbon,Green,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,0.12,0,0,5,23560560000.0,1227112500.0,19.4326296,-99.1331785
1153,Arabica,North America,Mexico,2012.0,09/14/13,Bourbon,,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,0.14,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1154,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,0.1,0,1,22,23560560000.0,1227112500.0,19.4326296,-99.1331785
1155,Arabica,North America,Guatemala,2012.0,07/23/13,Bourbon,Green,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,0.0,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
1156,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,0.12,0,0,7,23560560000.0,1227112500.0,19.4326296,-99.1331785
1157,Arabica,North America,Guatemala,2016.0,06/22/18,Bourbon,Green,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,0.1,2,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
1158,Arabica,North America,El Salvador,2016.0,03/23/18,Bourbon,Bluish-Green,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,0.0,0,0,12,8462700000.0,440765625.0,13.8000382,-88.9140683
1159,Arabica,Asia,Thailand,2013.0,06/16/15,,Blue-Green,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,0.12,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
1160,Arabica,North America,Guatemala,2013.0,06/27/14,Bourbon,Green,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,0.11,0,0,6,21061620000.0,1096959375.0,15.5855545,-90.345759
1161,Arabica,North America,Mexico,2013.0,03/29/14,Typica,Green,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,0.12,0,0,6,23560560000.0,1227112500.0,19.4326296,-99.1331785
1162,Arabica,North America,Mexico,2012.0,09/27/13,Caturra,,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,0.13,0,5,6,23560560000.0,1227112500.0,19.4326296,-99.1331785
1163,Arabica,North America,Mexico,2012.0,06/04/13,Mundo Novo,,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,0.0,0,0,9,23560560000.0,1227112500.0,19.4326296,-99.1331785
1164,Arabica,Asia,Thailand,,04/09/11,Peaberry,,,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,0.0,0,1,0,5022000000.0,261562500.0,14.8971921,100.83273
1165,Arabica,North America,Mexico,2012.0,09/17/13,Typica,,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,0.12,0,0,11,23560560000.0,1227112500.0,19.4326296,-99.1331785
1166,Arabica,North America,Mexico,2012.0,08/30/13,Caturra,Green,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,0.13,0,0,5,23560560000.0,1227112500.0,19.4326296,-99.1331785
1167,Arabica,South America,Colombia,2010.0,02/09/12,,,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,0.1,0,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
1168,Arabica,North America,Guatemala,2009.0,01/13/12,,,,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,0.17,0,1,19,21061620000.0,1096959375.0,15.5855545,-90.345759
1169,Arabica,North America,Nicaragua,2015.0,07/05/16,Caturra,Green,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,0.12,0,0,6,8248140000.0,429590625.0,12.6090157,-85.2936911
1170,Arabica,Asia,Taiwan,2014.0,05/22/16,Typica,,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,0.0,0,0,1,0.0,0.0,23.5983227,120.83537694479215
1171,Arabica,South America,Colombia,2013.0,06/21/14,Caturra,Green,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
1172,Arabica,North America,Mexico,2012.0,08/01/13,Caturra,Green,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,0.12,0,1,20,23560560000.0,1227112500.0,19.4326296,-99.1331785
1173,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Bluish-Green,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,0.12,0,0,5,23560560000.0,1227112500.0,19.4326296,-99.1331785
1174,Arabica,North America,Guatemala,2013.0,05/13/15,Bourbon,Green,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
1175,Arabica,North America,Guatemala,2014.0,03/31/15,Other,Green,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,0.1,0,1,4,21061620000.0,1096959375.0,15.5855545,-90.345759
1176,Arabica,North America,Mexico,2012.0,09/11/13,Typica,Green,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,0.13,0,0,30,23560560000.0,1227112500.0,19.4326296,-99.1331785
1177,Arabica,Africa,Cote dIvoire,2016.0,06/06/18,,Bluish-Green,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,0.13,0,1,2,0.0,0.0,-26.0989961,28.1168085
1178,Arabica,South America,Colombia,2013.0,01/08/15,Caturra,Green,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,0.0,0,0,3,64795860000.0,3374784375.0,4.099917,-72.9088133
1179,Arabica,North America,Mexico,2012.0,09/17/13,Typica,,Washed / Wet,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,0.14,0,0,23,23560560000.0,1227112500.0,19.4326296,-99.1331785
1180,Arabica,North America,Mexico,2012.0,09/10/13,Typica,Green,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,0.14,0,0,19,23560560000.0,1227112500.0,19.4326296,-99.1331785
1181,Arabica,North America,Guatemala,2012.0,01/12/13,Bourbon,Green,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,0.11,0,0,6,21061620000.0,1096959375.0,15.5855545,-90.345759
1182,Arabica,Asia,Taiwan,2014.0,11/07/15,Typica,Blue-Green,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1183,Arabica,North America,Mexico,2012.0,09/10/13,Bourbon,Green,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,0.13,0,0,10,23560560000.0,1227112500.0,19.4326296,-99.1331785
1184,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,0.1,0,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
1185,Arabica,North America,Honduras,2017.0,07/27/18,Catuai,Green,Washed / Wet,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,0.11,0,0,5,20018160000.0,1042612500.0,15.2572432,-86.0755145
1186,Arabica,North America,Guatemala,2016.0,05/23/17,Bourbon,Green,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,0.11,8,0,6,21061620000.0,1096959375.0,15.5855545,-90.345759
1187,Arabica,North America,Guatemala,2015.0,06/29/16,Catuai,Green,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,0.11,0,0,6,21061620000.0,1096959375.0,15.5855545,-90.345759
1188,Arabica,North America,Costa Rica,2012.0,12/10/14,Catuai,,Washed / Wet,7.17,7.42,7.5,8.0,7.25,7.83,10.0,10.0,6.67,0.1,0,5,20,10790100000.0,561984375.0,10.2735633,-84.0739102
1189,Arabica,North America,Mexico,2012.0,09/13/13,Typica,,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,0.14,0,0,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
1190,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,0.14,0,0,34,23560560000.0,1227112500.0,19.4326296,-99.1331785
1191,Arabica,North America,Mexico,,04/09/11,Typica,,,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,0.01,0,0,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
1192,Arabica,North America,Guatemala,2017.0,08/23/18,Bourbon,Green,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,0.1,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
1193,Arabica,North America,United States,2013.0,06/09/15,Other,Green,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,0.13,0,0,0,0.0,0.0,39.7837304,-100.445882
1194,Arabica,North America,Mexico,2012.0,09/13/13,Typica,,Washed / Wet,7.33,7.0,6.92,7.25,7.33,7.08,9.33,10.0,10.0,0.16,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
1195,Arabica,North America,Mexico,2012.0,09/12/13,Mundo Novo,Green,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,0.11,0,0,45,23560560000.0,1227112500.0,19.4326296,-99.1331785
1196,Arabica,North America,Mexico,2012.0,07/03/13,Typica,Bluish-Green,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,0.1,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1197,Arabica,,,,02/29/12,,,,6.75,6.75,6.42,6.83,7.58,7.5,10.0,10.0,10.0,0.1,0,0,3,0.0,0.0,,
1198,Arabica,North America,Guatemala,2014.0,09/11/15,Other,Green,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,0.12,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
1199,Arabica,North America,Honduras,2014.0,04/26/15,Pacas,Green,Washed / Wet,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,0.11,0,0,12,20018160000.0,1042612500.0,15.2572432,-86.0755145
1200,Arabica,South America,Peru,2012.0,01/08/14,Typica,,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,0.0,0,0,4,15952860000.0,830878125.0,-6.8699697,-75.0458515
1201,Arabica,North America,Mexico,2012.0,09/17/13,Mundo Novo,,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,0.12,0,0,12,23560560000.0,1227112500.0,19.4326296,-99.1331785
1202,Arabica,North America,Mexico,2012.0,09/12/13,Typica,Green,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,0.14,0,3,17,23560560000.0,1227112500.0,19.4326296,-99.1331785
1203,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,0.14,0,7,38,23560560000.0,1227112500.0,19.4326296,-99.1331785
1204,Arabica,North America,Mexico,2013.0,03/12/14,Typica,Green,Washed / Wet,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,0.12,0,0,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
1205,Arabica,North America,Mexico,2012.0,09/17/13,Typica,,Washed / Wet,7.5,7.0,6.92,7.08,6.92,6.75,10.0,10.0,10.0,0.16,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1206,Arabica,North America,Nicaragua,2016.0,05/22/18,Caturra,Green,Other,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,0.1,2,0,4,8248140000.0,429590625.0,12.6090157,-85.2936911
1207,Arabica,North America,United States,2013.0,01/17/15,,Green,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,0.12,0,5,8,0.0,0.0,39.7837304,-100.445882
1208,Arabica,North America,Guatemala,2013.0,07/05/14,Bourbon,Green,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,0.12,0,1,8,21061620000.0,1096959375.0,15.5855545,-90.345759
1209,Arabica,North America,Mexico,2012.0,08/01/13,Typica,Green,Washed / Wet,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,0.14,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1210,Arabica,North America,Mexico,2012.0,07/16/13,Typica,,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,0.14,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1211,Arabica,North America,Mexico,2012.0,06/06/13,Bourbon,,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10.0,8.67,0.12,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1212,Arabica,Asia,China,2013.0,04/26/15,Typica,Green,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,0.0,0,0,5,0.0,0.0,35.000074,104.999927
1213,Arabica,North America,Mexico,2012.0,09/17/13,Caturra,,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,0.13,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
1214,Arabica,North America,Nicaragua,2016.0,02/16/17,,Green,,7.08,7.0,6.75,6.83,7.08,6.92,10.0,10.0,10.0,0.1,5,1,7,8248140000.0,429590625.0,12.6090157,-85.2936911
1215,Arabica,North America,Nicaragua,2014.0,03/27/16,,Green,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10.0,10.0,10.0,0.11,0,1,1,8248140000.0,429590625.0,12.6090157,-85.2936911
1216,Arabica,North America,Guatemala,2014.0,09/04/15,Other,Green,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,0.12,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
1217,Arabica,Asia,Taiwan,2013.0,07/22/15,Typica,Green,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,0.1,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1218,Arabica,North America,Mexico,2012.0,07/26/13,Typica,Green,Washed / Wet,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,0.13,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
1219,Arabica,North America,Mexico,2012.0,07/02/13,Typica,,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8.0,6.67,10.0,0.1,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
1220,Arabica,North America,United States,,06/20/12,,,,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10.0,0.0,0,0,0,0.0,0.0,39.7837304,-100.445882
1221,Arabica,North America,Mexico,2014.0,04/26/15,Bourbon,Green,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,0.0,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1222,Arabica,North America,Mexico,2012.0,09/14/13,Typica,,Washed / Wet,7.08,6.83,6.83,7.0,7.0,6.92,10.0,10.0,10.0,0.12,0,0,14,23560560000.0,1227112500.0,19.4326296,-99.1331785
1223,Arabica,North America,Mexico,2012.0,07/26/13,Caturra,Green,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,0.13,0,1,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
1224,Arabica,South America,Brazil,2014.0,12/16/15,Catuai,Green,Natural / Dry,6.83,7.0,6.92,7.08,6.92,6.83,10.0,10.0,10.0,0.12,0,3,4,225248940000.0,11731715625.0,-10.3333333,-53.2
1225,Arabica,North America,Mexico,2012.0,09/14/13,Typica,,Washed / Wet,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,10.0,0.14,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
1226,Arabica,North America,United States,2014.0,03/19/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,0.1,0,0,0,0.0,0.0,39.7837304,-100.445882
1227,Arabica,North America,Guatemala,2014.0,02/27/15,Other,Green,Washed / Wet,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,0.1,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
1228,Arabica,North America,Guatemala,2012.0,02/07/14,Bourbon,Green,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,0.11,0,1,4,21061620000.0,1096959375.0,15.5855545,-90.345759
